Deep Learning with 9 features
#,Data Point,,MI_dir_L1_weight,H_L1_weight,MI_dir_L3_weight,H_L3_weight,MI_dir_L0.1_weight,H_L0.1_weight,MI_dir_L5_weight,H_L5_weight,MI_dir_L0.01_weight,,Predicted,,True
59,[43.42958568 43.42958568 11.1433644 11.1433644 682.9398874 682.9398874 6.290244339 6.290244339 6260.499801],,11.01 < MI_dir_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,11.01 < H_L0.1_weight <= 3427.45,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
60,[783.2280215 783.2280215 254.9844362 254.9844362 7205.959853 7205.959853 152.7247178 152.7247178 35739.5135],,H_L0.1_weight > 6431.98,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
61,[748.8052339 748.8052339 223.558145 223.558145 3162.234436 3162.234436 120.1733961 120.1733961 3957.6370130000014],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
62,[172.0286291 172.0286291 89.74450248 89.74450248 1134.723502 1134.723502 58.92540379999999 58.92540379999999 8542.698545000001],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,2.62 < H_L5_weight <= 92.61,,1,,1
63,[20.50805818 20.50805818 5.701753956 5.701753956 933.3722764 933.3722764 4.657762335 4.657762335 2319.141966],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
64,[808.4520618 808.4520618 274.19537189999994 274.19537189999994 7900.852352 7900.852352 169.3418419 169.3418419 26706.73778],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
65,[829.8794144999998 829.8794144999998 275.0911391 275.0911391 5327.393161 5327.393161 166.1430814 166.1430814 7947.221565000002],,MI_dir_L3_weight > 252.04,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,MI_dir_L1_weight > 710.26,100.09 < MI_dir_L0.01_weight <= 11161.10,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
66,[798.7744230000002 798.7744230000002 257.8185289 257.8185289 7625.111107 7625.111107 150.529318 150.529318 39396.81299],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,1,,1
67,[841.0555343000002 841.0555343000002 289.8303883 289.8303883 7132.077222 7132.077222 178.0066302 178.0066302 14573.70742],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,MI_dir_L5_weight > 155.08,H_L5_weight > 155.08,,1,,1
68,[808.3227860000002 808.3227860000002 259.81472790000004 259.81472790000004 7653.21782 7653.21782 151.5892156 151.5892156 22624.34375],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
69,[854.3257581 854.3257581 270.7947564 270.7947564 4691.404714 4691.404714 161.25180759999995 161.25180759999995 6472.000637],,3427.45 < MI_dir_L0.1_weight <= 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,100.09 < MI_dir_L0.01_weight <= 11161.10,3427.45 < H_L0.1_weight <= 6431.98,H_L1_weight > 710.26,H_L5_weight > 155.08,H_L3_weight > 252.04,MI_dir_L5_weight > 155.08,,1,,1
70,[866.2243034 866.2243034 305.0737066000001 305.0737066000001 7410.525715000002 7410.525715000002 194.3907321 194.3907321 16108.5529],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L5_weight > 155.08,H_L3_weight > 252.04,MI_dir_L5_weight > 155.08,,1,,1
71,[845.3877991 845.3877991 269.245831 269.245831 7571.716129 7571.716129 155.27546 155.27546 17177.61966],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,MI_dir_L5_weight > 155.08,H_L5_weight > 155.08,,1,,1
72,[787.5749394999998 787.5749394999998 258.2386639 258.2386639 7850.796634 7850.796634 154.7047684 154.7047684 42161.59322],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,1,,1
73,[836.8646872 836.8646872 286.1368139 286.1368139 6116.5683450000015 6116.5683450000015 173.4789535 173.4789535 13323.65457],,MI_dir_L1_weight > 710.26,3427.45 < MI_dir_L0.1_weight <= 6431.98,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,3427.45 < H_L0.1_weight <= 6431.98,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
74,[600.0398018999998 600.0398018999998 259.67510930000003 259.67510930000003 5168.497625 5168.497625 161.8543804 161.8543804 10787.40684],,100.09 < MI_dir_L0.01_weight <= 11161.10,3427.45 < MI_dir_L0.1_weight <= 6431.98,MI_dir_L3_weight > 252.04,3427.45 < H_L0.1_weight <= 6431.98,H_L3_weight > 252.04,372.30 < MI_dir_L1_weight <= 710.26,H_L5_weight > 155.08,372.30 < H_L1_weight <= 710.26,MI_dir_L5_weight > 155.08,,1,,1
75,[846.3783020999998 846.3783020999998 285.7315822 285.7315822 7387.5294159999985 7387.5294159999985 175.8221691 175.8221691 16069.12211],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,H_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
76,[234.5741894 234.5741894 114.7601276 114.7601276 963.1991935 963.1991935 73.17232258 73.17232258 8656.173603],,11.01 < MI_dir_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,11.01 < H_L0.1_weight <= 3427.45,3.06 < MI_dir_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
77,[835.7711811 835.7711811 295.5912307 295.5912307 7700.302586 7700.302586 183.1317898 183.1317898 30199.54889],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,H_L5_weight > 155.08,H_L3_weight > 252.04,MI_dir_L5_weight > 155.08,,1,,1
78,[852.3148133999998 852.3148133999998 307.5447917 307.5447917 5968.501221 5968.501221 203.31743480000003 203.31743480000003 9712.204598],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,MI_dir_L1_weight > 710.26,100.09 < MI_dir_L0.01_weight <= 11161.10,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
79,[809.1870650000002 809.1870650000002 257.4965914 257.4965914 7057.930331999999 7057.930331999999 148.01314440000004 148.01314440000004 14288.59271],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
80,[823.3854932 823.3854932 275.77627110000003 275.77627110000003 7312.694925 7312.694925 167.8387511 167.8387511 23271.24225],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,MI_dir_L5_weight > 155.08,H_L3_weight > 252.04,H_L5_weight > 155.08,,1,,1
81,[825.5948992000001 825.5948992000001 282.6508273 282.6508273 7852.474476 7852.474476 174.2486783 174.2486783 41302.63076],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
82,[817.0379278 817.0379278 287.1677342 287.1677342 2403.582634 2403.582634 175.1692408 175.1692408 2782.960363],,11.01 < MI_dir_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,11.01 < H_L0.1_weight <= 3427.45,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
83,[858.6346742000002 858.6346742000002 275.7306784 275.7306784 4700.966648 4700.966648 166.3228114 166.3228114 6487.112111],,MI_dir_L1_weight > 710.26,100.09 < MI_dir_L0.01_weight <= 11161.10,3427.45 < MI_dir_L0.1_weight <= 6431.98,MI_dir_L3_weight > 252.04,3427.45 < H_L0.1_weight <= 6431.98,H_L3_weight > 252.04,H_L1_weight > 710.26,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
84,[222.2134993 222.2134993 99.87795653 99.87795653 1228.206999 1228.206999 61.28464959 61.28464959 7551.101536],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.95 < H_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
85,[122.9477353 122.9477353 45.51149829 45.51149829 927.0825146 927.0825146 32.35508111 32.35508111 8640.079712],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,3.06 < H_L1_weight <= 372.30,2.62 < MI_dir_L5_weight <= 92.61,2.95 < H_L3_weight <= 140.94,,1,,1
86,[812.8337845 812.8337845 264.1621486 264.1621486 7835.115492 7835.115492 157.2803149 157.2803149 24399.80782],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
87,[149.996034 149.996034 56.73632168 56.73632168 809.9071078 809.9071078 32.9255065 32.9255065 5173.015639],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.62 < MI_dir_L5_weight <= 92.61,2.62 < H_L5_weight <= 92.61,2.95 < H_L3_weight <= 140.94,,1,,1
88,[828.0875423 828.0875423 285.1379545 285.1379545 7755.773318 7755.773318 174.5362772 174.5362772 31127.59599],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
89,[796.4382618 796.4382618 262.4196848 262.4196848 7854.202157 7854.202157 155.7566998 155.7566998 25420.7252],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
90,[768.3750189 768.3750189 262.4112921 262.4112921 7530.965068 7530.965068 155.18848899999998 155.18848899999998 21421.79717],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
91,[779.9661972 779.9661972 233.6279466 233.6279466 7871.814840000001 7871.814840000001 121.8120975 121.8120975 26482.91889],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,,1,,1
92,[713.368297 713.368297 274.8478706 274.8478706 7535.3882 7535.3882 187.7300151 187.7300151 32087.43612],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
93,[693.5751706 693.5751706 230.9898588 230.9898588 7517.218993 7517.218993 130.58112490000002 130.58112490000002 28644.06152],,H_L0.1_weight > 6431.98,MI_dir_L0.1_weight > 6431.98,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,140.94 < H_L3_weight <= 252.04,,1,,1
94,[278.92641769999994 278.92641769999994 130.8332507 130.8332507 1314.08782 1314.08782 83.87198134 83.87198134 7648.394839],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < H_L1_weight <= 372.30,2.62 < H_L5_weight <= 92.61,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
95,[154.4550395 154.4550395 90.79921223 90.79921223 783.9715964 783.9715964 65.88381393 65.88381393 8339.889841],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
96,[106.0015402 106.0015402 47.78188649 47.78188649 798.9584934 798.9584934 29.59178521 29.59178521 8527.413589],,11.01 < MI_dir_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,11.01 < H_L0.1_weight <= 3427.45,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,2.62 < MI_dir_L5_weight <= 92.61,,1,,1
97,[824.2378348 824.2378348 280.381262 280.381262 7064.224952 7064.224952 166.7609076 166.7609076 34804.17456],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L3_weight > 252.04,H_L1_weight > 710.26,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,1,,1
98,[721.7554367 721.7554367 225.189908 225.189908 7487.234731 7487.234731 139.7721644 139.7721644 21001.93486],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
99,[731.6669825 731.6669825 229.9122528 229.9122528 7408.020023999998 7408.020023999998 135.9788031 135.9788031 37803.36254],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,1,,1
100,[163.9137313 163.9137313 115.7751501 115.7751501 1259.289261 1259.289261 96.82716007 96.82716007 6527.507496],,11.01 < MI_dir_L0.1_weight <= 3427.45,100.09 < MI_dir_L0.01_weight <= 11161.10,11.01 < H_L0.1_weight <= 3427.45,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,1,,1
101,[479.9989556 479.9989556 219.6893952 219.6893952 5692.693719 5692.693719 144.5999763 144.5999763 50588.72885],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,3427.45 < H_L0.1_weight <= 6431.98,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
102,[507.3961762 507.3961762 169.1059273 169.1059273 5474.274709 5474.274709 118.3175719 118.3175719 34922.57204],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,2,,2
103,[467.2365292 467.2365292 167.3703385 167.3703385 3511.70979 3511.70979 100.4153947 100.4153947 27516.71812],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
104,[697.8747479 697.8747479 253.1590818 253.1590818 5817.895521 5817.895521 154.97477519999995 154.97477519999995 11977.48973],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,MI_dir_L3_weight > 252.04,11161.10 < MI_dir_L0.01_weight <= 29578.76,H_L3_weight > 252.04,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
105,[713.8320572 713.8320572 249.4936321 249.4936321 6549.844371 6549.844371 148.2075702 148.2075702 36820.9773],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,140.94 < H_L3_weight <= 252.04,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
106,[664.7987132000002 664.7987132000002 222.696228 222.696228 6505.17893 6505.17893 148.2022434 148.2022434 44222.42613],,MI_dir_L0.01_weight > 29578.76,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
107,[277.0468234 277.0468234 67.71329248 67.71329248 3135.978967 3135.978967 31.9378934 31.9378934 18946.78039],,11.01 < MI_dir_L0.1_weight <= 3427.45,11.01 < H_L0.1_weight <= 3427.45,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,11161.10 < MI_dir_L0.01_weight <= 29578.76,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,2.62 < H_L5_weight <= 92.61,2.62 < MI_dir_L5_weight <= 92.61,,2,,2
108,[756.2215297 756.2215297 260.5417733 260.5417733 6547.135053 6547.135053 166.2798756 166.2798756 60578.12555],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L1_weight > 710.26,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,2,,2
109,[499.1784574 499.1784574 159.3677376 159.3677376 5027.228912 5027.228912 88.48399315 88.48399315 40365.31929],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,2.62 < H_L5_weight <= 92.61,140.94 < MI_dir_L3_weight <= 252.04,2.62 < MI_dir_L5_weight <= 92.61,140.94 < H_L3_weight <= 252.04,,2,,2
110,[255.7668737 255.7668737 118.7204034 118.7204034 2300.273884 2300.273884 99.04771376 99.04771376 20072.52422],,11.01 < H_L0.1_weight <= 3427.45,11.01 < MI_dir_L0.1_weight <= 3427.45,11161.10 < MI_dir_L0.01_weight <= 29578.76,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,92.61 < H_L5_weight <= 155.08,2.95 < H_L3_weight <= 140.94,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
111,[466.85722310000006 466.85722310000006 154.0824175 154.0824175 4320.317343 4320.317343 99.29179053 99.29179053 13560.95885],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,92.61 < MI_dir_L5_weight <= 155.08,92.61 < H_L5_weight <= 155.08,,2,,2
112,[645.4843997 645.4843997 215.6107221 215.6107221 6429.990323 6429.990323 135.1180116 135.1180116 50696.46987],,MI_dir_L0.01_weight > 29578.76,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,140.94 < MI_dir_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,140.94 < H_L3_weight <= 252.04,,2,,2
113,[649.160846 649.160846 216.2426088 216.2426088 6535.451352 6535.451352 134.10176140000002 134.10176140000002 25122.05309],,MI_dir_L0.1_weight > 6431.98,H_L0.1_weight > 6431.98,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
114,[715.3869698 715.3869698 254.2171281 254.2171281 7084.616923999999 7084.616923999999 161.20862150000005 161.20862150000005 53393.01076000001],,MI_dir_L0.1_weight > 6431.98,MI_dir_L0.01_weight > 29578.76,H_L0.1_weight > 6431.98,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L5_weight > 155.08,MI_dir_L5_weight > 155.08,,2,,2
115,[609.2029741 609.2029741 195.5074441 195.5074441 6367.0760759999985 6367.0760759999985 113.1250986 113.1250986 21895.88251],,3427.45 < MI_dir_L0.1_weight <= 6431.98,3427.45 < H_L0.1_weight <= 6431.98,372.30 < MI_dir_L1_weight <= 710.26,11161.10 < MI_dir_L0.01_weight <= 29578.76,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,92.61 < H_L5_weight <= 155.08,92.61 < MI_dir_L5_weight <= 155.08,,2,,2
