Deep Learning with 4 features
#,Data Point,,MI_dir_L1_weight,H_L1_weight,MI_dir_L3_weight,H_L3_weight,,Predicted,,True
131,[639.9857538 639.9857538 216.3157733 216.3157733],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
132,[332.5945219 332.5945219 124.0829671 124.0829671],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,2
133,[595.3410727999999 595.3410727999999 158.67252109999995 158.67252109999995],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
134,[641.9318463999998 641.9318463999998 160.3764564 160.3764564],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
135,[601.5936846 601.5936846 215.7969328 215.7969328],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
136,[659.5032414 659.5032414 230.1401321 230.1401321],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
137,[536.5712442 536.5712442 210.3506199 210.3506199],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
138,[182.1903138 182.1903138 64.65985665 64.65985665],,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,,2,,2
139,[271.011686 271.011686 91.01725414 91.01725414],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,2
140,[1078.382227 1078.382227 366.7015757 366.7015757],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,,2,,2
141,[620.9298183999998 620.9298183999998 228.2856417 228.2856417],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
142,[652.6790521 652.6790521 238.7710643 238.7710643],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
143,[472.3146926 472.3146926 185.7455045 185.7455045],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
144,[607.6304190000002 607.6304190000002 177.92537119999997 177.92537119999997],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
145,[648.0018339 648.0018339 242.4219125 242.4219125],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
146,[532.7650496 532.7650496 209.48530380000003 209.48530380000003],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
147,[615.45533 615.45533 186.058203 186.058203],,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
148,[718.6254794 718.6254794 265.7620528 265.7620528],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,2,,2
149,[565.4729419 565.4729419 171.2836631 171.2836631],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
150,[191.4522581 191.4522581 65.52805019 65.52805019],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,2
